city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,time_shopping_center,time_kirtimai,distance_cathedral,distance_train_station,distance_shopping_center,distance_kirtimai,description,contact,latitude,longitude
Vilnius, Pašilaičiai, Laisvės pr., 6 kambarių butas,6486,14,13,590000,3333,123,,177.0,6,4,5,1995,,Mūrinis,"Elektra, kietu kuru",Įrengtas,,,Aukštos lubos Butas per kelis aukštus Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Rūsys Vieta automobiliui Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Židinys Indaplovė Dušo kabina Vonia Rekuperacinė sistema,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,,120,400,220,100,25,13.13,23.13,22.0,25.5,16.5,30.5,6.9,8.4,5.1,18.4,"Ypatumai:
-2 Požeminiai garažai 3 automobiliams
- Apdailos ypatumai: Parketas visuose kambariuose, gipso dekoratyviniai apvadai, ąžuoliniai laiptai
- Balkonai integruoti į gyvenamąją erdvę.
- Apsauga: Dvigubos šarvuotos durys, signalizacija, kodinė laiptinės spyna, vaizdo kameros.
- Komunikacijos: Kabelinė televizija, fiksuotojo ryšio telefono kabelis, interneto kabelis.

Pirmajame aukšte:
- Svetainė, valgomasis, darbo/svečių kambarys, virtuvė, vonios kambarys ir prieškambaris.
 
Kambarių aprašymas:
- Virtuvė: Įrengta su baldais ir technika (indaplovė, skalbimo mašina, viryklė, šaldytuvas, valgomojo stalas).
- Darbo/svečių kambarys: Erdvus, su dviem darbo stalais, išlankstoma odine sofa ir knygų spintomis.
- Vonios kambarys: Modernus ir patogus.
- Prieškambaris: Įrengtas su lauko drabužių drabužine.
- Svetainė: Didelė erdvė su valgomojo ir laisvalaikio zonomis, veikiančiu židiniu, apstatyta ąžuoliniais/odiniais baldais, pianinu.
- Balkonai: Integruotas į gyvenamąją erdvę.

Antrame aukšte:
- 4 kambariai: 3 miegamieji, privatus vonios kambarys, dušo kambarys, drabužinė ir prieškambaris.
 
Kambarių aprašymas viršutiniame aukšte:
- Pagrindinis miegamasis: Su erdviu privačiu vonios kambariu, įmontuota spinta ir baldais (spinta, lova, komoda).
- Vaiko kambarys 1: Su įmontuota spinta ir lova.
- Vaiko kambarys 2: Su baldais (lova, spinta, komoda).
- Dušo kambarys: Su baldais.
- Prieškambaris: Be baldų.
- Erdvi drabužinė: Su įmontuota spinta ir atskira spinta, yra stoglangis.
 ",+37064386357,54.727271,25.237943
Vilnius, Viršuliškės, Viršuliškių g., 2 kambarių butas,9119,44,71,183000,4159,38B,,44.0,2,4,11,2021,,Monolitinis,Centrinis kolektorinis,Įrengtas,,,,,,,,290,530,100,280,8,12.73,19.93,23.0,26.0,17.5,24.5,6.6,9.5,4.8,12.3,"TARPININKAI, JŪSŲ PASLAUGOS NEDOMINA!

""Viršuliškių Stogai"" projekte parduodame 2 izoliuotų kambarių butą su 1 san. mazgu su baldais ir reikalinga buitinė technika.
Įrengimui buvo naudojamos tik kokybiškos medžiagos.
Įrengta rekuperacinė vėdinimo sistema su drėgmes grąžinimu.
Bendras plotas : 40+4m2 balkonas.
A+ klasės namas, todėl komunaliniai mokesčiai itin maži.
Sumontuotos sieninės spintos, minkštieji baldai, SMART TV, skalbimo mašina, erdvus balkonas su lauko baldais.

Apie namą:
- 2021 m. statyba.
- Įrengtos laisvalaikio zonos ant stogo- terasa (naudotis gali visi gyventojai).
- Apsauga: įvažiavimo į teritoriją vartai, rakinama teritorija, rakinama namo laiptinė, domofonas;

Puikus susisiekimas su centru tiek nuosavu tiek visuomeniniu transportu.",+37064406504,54.707901,25.225473
Vilnius, Naujininkai, Meistrų g., 1 kambario butas,5324,18,30,39500,1975,16,,20.0,1,2,5,1985,,Mūrinis,"Centrinis, dujinis",Įrengtas,,,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,,660,14,250,14,1,,,31.5,18.5,29.0,15.0,8.8,5.4,11.1,11.1,"STRATEGIŠKAI PATOGIOJE VIETOJE PARDUODAMAS ŠVIESUS, ŠILTAS IR EKONOMIŠKAS 1 KAMBARIO MINI LOFTAS. Būstas naujai ir kokybiškai įrengtas, su visais baldais ir buitine technika. Lofte daug šviesos, centrinis dujinis šildymas, nauja elektros, vandens apskaita. Maži šildymo kaštai.
BENDRA INFORMACIJA:
- Kambarių skaičius - 1;
- Namo tipas – mūrinis;
- Dujinis centrinis šildymas;
- Būsto paskirtis - administracinė.

ĮRENGIMAS.
- naujai įrengtas loftas;
- grindys - laminuota danga;
- sienos - dažytos;
- plastikiniai langai su stiklo paketais;
- šarvinės buto durys;
Būstas pilnai paruoštas gyventi.",+370 606 22194,54.630742,25.255551
Vilnius, Fabijoniškės, P. Žadeikos g., 4 kambarių butas,8021,22,37,159000,1939,9,,82.0,4,9,13,1990,,Monolitinis,Centrinis,Įrengtas,,,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Sandėliukas Balkonas Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,,400,430,110,240,1,,,25.5,28.0,19.5,30.5,7.5,9,5.7,18.4,"Parduodamas erdvus 4 k. butas Fabijoniškėse, P.Žadeikos g.
Bute prieš kelis metus atliktas remontas.
Sienos: išlygintos, dažytos.
Grindys: lamintas. Koridoridoriuje, virtuvėje, san. mazguose - plytelės.
Įrengtos įtempiamos lubos.
Kokybiški plastikiniai trijų stiklų langai (paketai su dviem oro tarpais).
Yra du įstiklinti balkonai.
Erdvus sandėliukas (tamsusis kambarys).

Name yra du liftai, vienas iš jų - didelis, krovininis.
Pro langus atsiveria vaizdinga miesto panorama.
.",+370 610 07515,54.733912,25.246652
Vilnius, Antakalnis, P. Vileišio g., 2 kambarių poilsio patalpa,28519,107,104,69000,2156,18,,32.0,2,1,4,1967,"Patalpa, poilsio paskirtis",Blokinis,Kita,Neįrengtas,C,"Pietūs, rytai",Atskiras įėjimas Aukštos lubos Butas per kelis aukštus Nauja kanalizacija Uždaras kiemas,Terasa,,Kodinė laiptinės spyna,,320,150,100,170,4,,,9.0,19.5,15.0,35.0,2.8,5.4,3.5,17,"Parduodamos dvi patalpos, kurias galima įsigyti kartu arba atskirai:
Bendras plotas: 32.1 m2 (perkant kartu).
Mažoji patalpa: 13.48 m2
Didžioji patalpa: 18.62 m2
Komunikacijos: įvesta elektra (5 kW), vanduo ir kanalizacija.
Orientacija: langai orientuoti į pietryčių pusę – užtikrinama daug natūralios šviesos.

Investicinis potencialas
Įsirengus antresolę (antrąjį aukštą), naudingas plotas padidėja dvigubai.
Skaičiavimas: tokiu atveju efektyvus įsigijimo plotas (su antresole) atitinka maždaug 1200 Eur/m2 kainą (nuo bendros pardavimo kainos). Tai užtikrina aukštą investicinę grąžą ir patogų, pilnavertį antrąjį aukštą.

Teisinė informacija ir perspektyva
Paskirtis: patalpos yra gamybinės paskirties.

Perspektyva: pastate yra ir gyvenamosios paskirties patalpų, todėl yra reali perspektyva ir šioms patalpoms ateityje pakeisti paskirtį (su atitinkamais pastato bendrasavininkų sprendimais).

Aplinka: visiška laisvė kūrybai ir meninei raiškai!

Kviečiame apžiūrėti
Tai objektas ieškantiems unikalios, erdvios ir perspektyvios investicijos.

Tarpininkų paslaugos nereikalingos",+370 691 26936,54.702216,25.307978
Vilnius, Žirmūnai, Žirmūnų g., 4 kambarių butas,11847,31,22,527000,3248,30C,,162.23,4,2,9,2008,,Monolitinis,"Elektra, centrinis kolektorinis",Įrengtas,,,Yra liftas Tualetas ir vonia atskirai Uždaras kiemas Virtuvė sujungta su kambariu,Balkonas Pirtis Drabužinė,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Vaizdo kameros,,140,130,350,420,,,,12.0,18.5,11.5,37.5,3,5.5,2.4,17.5,"PARDUODAMAS IŠSKIRTINIS, KOKYBIŠKAI ĮRENGTAS, ERDVUS 4 KAMBARIŲ BUTAS!

Šis erdvus butas yra tobulai pritaikytas žmonėms, kurie ieško didelio, erdvaus komfortiško buto ramioje aplinkoje su patogiu susisiekimu.

Patogus susisiekimas, ramus rajonas, naujai įrengti, žali skverai, šalia upė, ideali infrastruktūra.

-- Išskirtinai erdvus butas; --

Puikus buto išplanavimas:

4 kambariai, vienas didelis vaikų kamb., erdvus tėvų miegamasis su atskiru balkonu, darbo kamb. (gali būti naudojamas kaip antras vaikų kamb.), erdvi svetainė apjungta su virtuvės zona ir dideliu balkonu, 2 WC kambariai, 1 erdvi vonia kurioje rasite pirtį, dušą ir sukurinę vonią, techninė patalpa (sandeliukas). Į butą patenka daug šviesos pro vitrininius langus. Butas išskirtinai šiltas.

Įrengimas:

Aukštos kokybės buto įrengimas. Garsiausių prekinių ženklų baldai ir buitinė technika, kaip MIELE, SMEG, Devon&Devon, Villeroy&boch, Versace ceramics, itt.

Pilnai įrengtas butas, kuriame rasite visą premium klasės veikiančia butinę techniką. Šaldytuvas, indaplovė, orakitė, mikobanginė, kaitlentė, gartraukis, skalbimo mašina su. Butas apstatytas klasikiniai Itališkais baldais, svetainės stalas talpina iki 12 asmenų, sumontuoti Itališki šviestuvai, sudėtas ąžuolinis parketas, yra minkšti baldai.

Įrengta kondicionavimo sistema, priešgaisrinė signalizacija, signalizacija nuo vagių.

Tvarkingi ir ramūs kaimynai, saugus privatus kiemas su vaiku žaidimo aikštele (matosi pro būto langus). Namas stebimas vaizdo kameromis.

Parkingas:

Yra galimybė įsigyti dvi parkavimo vietas požeminiame saugojamame garaže, kuriame įrengti automatiniai vartai. Garažas sausas ir saugus.

Šildymas:

Centrinis kolektorinis šildymas užtikrina, kad butas yra tikrai šiltas.

Išskirtinis rajonas su ramia aplinka ir išvystyta infrastruktūra. Vaikų žaidimų aikštelės, pasivaikščiojimo ir dviračių takai.Šalia visi miesto privalumai - viešasis transportas, kavinės, mokyklos, vaikų darželiai, parduotuvės.",+370 691 24552,54.701126,25.299153
Vilnius, Kalnėnai, Keltų g., 4 kambarių butas,10595,38,46,245000,1929,14,,127.0,4,1,2,2024,,Mūrinis,Aeroterminis,Dalinė apdaila,A++,,Atskiras įėjimas Aukštos lubos Butas per kelis aukštus Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Terasa Vieta automobiliui Drabužinė,Šildomos grindys Plastikiniai vamzdžiai Dušo kabina Vonia Rekuperacinė sistema,Signalizacija,,640,640,810,15,1,,,23.5,17.5,28.0,29.5,8.3,7.5,14.5,19.5,"Kalnėnų namai – miesto ir gamtos sinergija, kuria mėgautis galite ir jūs!
Kviečiame apžiūrėti naujos statybos būstus Keltų g., Kalnėnuose.

Pirmu etapu yra statomi 22 būstai, kurie parduodami su daline arba pilna apdaila.

Įrenginėjant namus itin didelis dėmesys skiriamas kokybiškų medžiagų parinkimui, todėl dirbame su rinkoje įsitvirtinusiais ir patikimais partneriais, kurie ilgametę garantiją suteikia ne statytojui, o naujakuriams.

Būstų dizainas parenkamas pagal dizainerio rekomendacijas, tačiau jei norėsite medžiagas ir spalvas išsirinkti pagal savo skonį, įgyvendinsime jūsų svajones taip, jog jums beliktų persikelti su visais daiktais į naują būstą ir paversti jį vieta, į kurią visada norisi sugrįžti.

Dėl jūsų šeimos saugumo kiekvienas namas bus aptvertas tvora, privažiavimas prie būsto – išklotas trinkelėmis, tad automobilį galėsite pasistatyti patogiai prie pat namų.

Kalnėnai – tai besiplečiantis, perspektyvus ir aukštus kokybės standartus užtikrinantis naujų gyvenamųjų namų rajonas Vilniuje. Pasirinkus gyvenimą čia, įsigysite ne tik turtą, bet ir vietą, kurioje prasidės naujas jūsų šeimos gyvenimo etapas.

Ši gyvenvietė turi puikią infrastruktūrą, kuria gali pasigirti tikrai ne kiekvienas rajonas: 5 minutės kelio automobiliu iki Pavilnio regioninio parko, 15 minučių kelio iki Vilniaus centro, o visi būtiniausi prekybos centrai yra išsidėstę ne toliau nei kelios minutės kelio automobiliu.

Netoli Kalnėnų gyvenvietės rasite ir pramogų zonų, atitinkančių kiekvieno poreikius. Sporto kompleksas „M7 Sport Balzekas Tennis academy“, PC „Nordika“, Liepkalnio slidinėjimo trasos ar „Wake Way“
vandenlenčių centras – vietos, kurios tikrai turėtų būti aplankytos.

Be to, greitu metu šis sąrašas tik ilgės! Kalnėnuose bus statomas naujas daugiafunkcis kompleksas: baseinas su sporto klubu, prekybos centras ir klinika. Greta šio pastato planuojama įrengti vaikų žaidimo aikštelę ir aptvertą bendro naudojimo zoną, skirtą bendruomenės susibūrimui.

Daugiau apie projektą: www.kalnenunamai.lt

BENDRA INFORMACIJA APIE NAMĄ:
• Adresas – Keltu g., Kalnėnai, Vilnius.
• Sklypų dydžiai – 1,9 a
• Energinė klasė – A++
• 4 kambariai + 2 vonios kambariai
• Išvedžiota šildymo sistema
• Išvedžiota elektros instaliacija
• Įvestas šviesolaidinis internetas
• Šildymo tipas – oras/vanduo
• Statybos pabaiga – 2025m IV ketvirtis
• Yra galimybė pasidaryti antrą vc kambarį antrame aukšte (šiuo metu padarytas vienas).

APLINKA:
• Išlygintas sklypas
• Įrengiama terasa
• Trinkelėmis išklotas važiuojamosios dalies kiemas
• Kiemai aptverti tvora

KOMUNIKACIJOS :
• Aeroterminis šildymas, oras-vanduo
• Centralizuoti kvartalo nuotekų sistema, pagal gautą leidimą laukia prijungimas prie miesto tinklų
• Miesto vandentiekis
• Elektra (šiuo metu 5kw, galima keltis elektros galia pagal norus)

TECHNINĖ NAMO INFORMACIJA:
• Pamatai – gręžtiniai, poliniai
• Pamatų šiltinimas – polistirolas, 20 cm
• Sienos – molio mūras (blokeliai) 25cm
• Sienų šiltinimas – polistirolas, 25 cm
• Fasadas – klinkeris iki pusės namo (1a.) dekoratyvinis tinkas (2a.)
• Stogo danga - čerpės.",+370 652 00400,54.649853,25.362956
Vilnius, Naujoji Vilnia, Pramonės g., 2 kambarių butas,6928,15,14,37000,1121,59,,33.0,2,1,1,1940,,Rąstinis,Kietu kuru,Įrengtas,,,Atskiras įėjimas,,,,,370,480,130,760,1,,,22.0,19.0,28.0,42.0,10.8,10.2,11.3,28.7,"Parduodamas 2 k butas Naujojoje Vilnioje, Pramonės g.
Namas vieno aukšto su mansarda.
Mansarda neįrengta.

Name yra viso keturi butai su atskirais unikaliais numeriais (parduodama ne namo dalis).
Išplanavimas:
Prieškambaryje (4-5) įrengta virtuvė, koridorius, du kambariai.

Šildymas - kietu kuru, krosnis.
Vandentiekis į butą neįvestas. Kaimyniniuose butuose yra.
Sklype yra šulinys, kuriuo naudojasi tik šio buto gyventojai.
Yra šiltnamis.
.",+370 610 07515,54.695341,25.423163
Vilnius, Naujininkai, Dzūkų g., 2 kambarių butas,5842,16,43,45000,1159,14,5,38.81,2,0,2,1940,,Mūrinis,"Elektra, kietu kuru",Neįrengtas,,,Atskiras įėjimas Nauja kanalizacija,,,,,140,270,90,160,4,,,16.5,6.0,20.0,25.0,4.9,1.8,5.5,14.5,"Parduodamas butas tinkamas tiek gyvenimui, tiek komercinei veiklai ar sandėliavimui.
Butui reikalingas remontas. Pakeisti langai. Įvestas naujas elektros įvadas. Projektuojamas vandens ir kanalizacijos pajungimas.
Nors butas yra mediniame name, bet kadangi yra cokoliniame aukšte, tai visos sienos mūrinės.
Viena patalpa turi senovines skliautuotas lubas, planavome ten įrengti virtuvę.",+370 699 52736,54.664279,25.281568
Vilnius, Žvėrynas, Vytauto g., 3 kambarių butas,21511,39,23,7000000,5307,,,1319.0,3,3,3,1940,,Mūrinis,Dujinis,Įrengtas,,,Yra liftas,,,,,0,200,180,280,,,,14.5,14.0,9.0,24.5,3.4,3.6,2.7,12.5,"The EXCLUSIVE building – MANSION (1319.41 sq. m.) is sold in the center of the city, in the PRESTIGIOUS place – Vytauto Str., Vilnius. The estate owns 40 acres of land.
The building has AN ELEVATOR, sauna and jacuzzi.
The three-storey building is located in a beautiful and quiet part of the city, next to the Neris River and Vingis Park. Only 50 m to the tennis courts and football field.
The estate was home to the Italian Embassy.

Luxury and large spaces, style and comfort, the long history of the building and the highest quality – this building has everything you need for your successful investment!
This historic building is IDEAL FOR the embassy or for the exclusive, luxurious apartments or business/office premises.

It is A UNIQUE and AUTHENTIC building that retains its value forever.

Please contact us for more information!

Parduodamas EKSKLIUZYVINIS pastatas, buvęs DVARAS (1319.41 kv. m.) pačiame miesto centre, PRESTIŽINĖJE vietoje – Vytauto g., Vilniuje. Dvarui priklauso 40 arų žemės.
Pastate yra LIFTAS, sauna ir džiakuzi.

GALIMA įrengti prabangius DVARO AUTENTIKĄ atspindinčius APARTAMENTUS su padelio ar teniso kortais šalia esančiame sklype!

Trijų aukštų dvaras įsikūręs gražioje ir ramioje miesto dalyje, šalia Neries upės ir Vingio parko. Iki teniso kortų ir futbolo aikštės tik 50 m.
XVIII a. dvare buvo įsikūrusi Italijos ambasada.

Prabanga ir didelės erdvės, stilius ir komfortas, istorijos dvelksmas ir aukščiausia kokybė – šiame pastate yra viskas, ko reikia Jūsų sėkmingai investicijai!
Šis istorinis pastatas IDEALIAI TINKA ambasadai ar įrengti išskirtinius apartamentus, prabangaus verslo / biuro patalpas.

Tai UNIKALUS ir AUTENTIŠKAS pastatas, amžiams išlaikantis savo vertę.

Daugiau informacijos telefonu!
_____________________
Tel. +370 650 57 965
ricardas.sablovskis@remax.lt
NT brokeris Ričardas Sablovskis
REMAX Future",+370 650 57965,54.686472,25.256185
Vilnius, Senamiestis, Mindaugo g., 4 kambarių butas,21978,47,21,2340000,11700,,,200.0,4,4,4,2021,,Mūrinis,Geoterminis,Dalinė apdaila,,,,,,,,130,150,220,150,8,11.93,20.83,11.5,6.0,16.0,26.5,2.4,1.4,3.4,11.6,"-Parduodama išskirtinė 200 kv. m rezidencija naujai pastatytame name Mindaugo g., Senamiestyje su nuostabia terasa ir kerinčia panorama į gražiausius Senamiesčio objektus.
Ypatingas pasiūlymas! Įsigijus šį butą Spalio arba Lapkričio mėnesį – viena parkavimo vieta dovanų!

-Tai puiki galimybė gauti vertingą dovaną

-Šis butas sužavės žmones, mėgstančius išskirtinę prabangą, vertinančius aukštą kokybę ir vaizdą pro langus, kuris vertas milijono.

-Butas dabar suplanuotas kaip trijų kambarių, bet išplanavimą galima pakeisti taip, kaip Jums patinka.

-Siekiant išskirtinės gyvenamosios kokybės pastatui buvo taikomi patys aukščiausi techniniai standartai: A klasės garso izoliacija, A+ energinis efektyvumas, ilgaamžis pastato fasadas, patikimi inžineriniai sprendimai. Ypatingas dėmesys skirtas viešųjų erdvių formavimui ir patogiam automobilių parkavimui.

IŠPLANAVIMAS:
- Svetainė sujungta su virtuvės ir valgomojo zona;
- Du atskirti miegamieji;
- Darbo kambarys;
- Erdvus prieškambaris su sieninėmis spintomis;
- Vonios kambarys (vonia, WC, kriauklė);
- Skalbimo patalpa (skambimo mašinos, džiovyklos);
- Erdvi 42 kv. m terasa, kurioje galima maloniai leisti vakarus ir žavėtis besikeičiančiais metų laikais.

PRIVALUMAI:
- A+ energinė naudingumo klasė;
- A klasės garso izoliacija;
- geoterminis šildymas;
- gyvenimas tikrajame Senamiestyje ir patogus susisiekimas su visais rajonais;
- vitrininiai, mediniai langai;
- vaizdo kameromis stebima namus supanti teritorija;
- patogios požeminės automobilių stovėjimo aikštelės su pritaikyta elektros sistema elektromobiliams;
- galimybė įsigyti sandėliuką.

-Platus parkavimo vietų pasirinkimas – šis butas turi net 3 parkavimo vietas, kurios parduodamos už papildomą kainą.

-- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH465155

Profesionali pagalba parduodant, nuomojant ir įsigyjant nekilnojamąjį turtą:
- Sandoriui reikalingų dokumentų analizė prieš pardavimą;
- Preliminariųjų, rezervavimo sutarčių, priėmimo-perdavimo aktų ir kitų sutarties priedų bei dokumentų parengimas apsaugant jūsų interesus;
- Efektyvi ir itin platų pirkėjų ratą apimanti rinkodara ir marketingo priemonės, pirkėjų srauto monitoringas;
- Jūsų interesų atstovavimas derybose, sutarčių derinime;
- Konsultavimas mokestiniais, juridiniais klausimais.",+370 682 60410,54.679066,25.274693
Vilnius, Pašilaičiai, Laisvės pr., 6 kambarių butas,10991,25,78,290000,1142,123,,254.0,6,4,4,1997,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Aukštos lubos Butas palėpėje Butas per kelis aukštus Uždaras kiemas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys Vieta automobiliui Yra palėpė Drabužinė,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Plastikiniai vamzdžiai Indaplovė Dušo kabina Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna Vaizdo kameros,,120,400,220,100,25,13.13,23.13,22.0,25.5,16.5,30.5,6.9,8.4,5.1,18.4,"Parduodamas šešių kambarių butas per du aukštus, turintis 2 san mazgus.
Galimi įvairūs įsikūrimo variantai: komercinės patalpos, įkurti jaukius namus arba kombinuotas variantas, kai pirmas aukštas naudojamas komercijai, o antrame - gyvenama.
Butas labai erdvus, išsidėstęs per du aukštus, viršutiniame aukšte 2 miegamieji ir san. mazgas su jacuzzi vonia, dušo kabina ir su wc, kondicionierius.
Apatiniame aukšte svetainė, virtuvė ir valgomasis bei wc su dušu, sujungti koridoriumi, ir dar du nepereinami kambariai.
Butas turi tris balkonus, galima grožėtis vakarine saule.
Bute yra įstiklintas židinys romantiškiems vakarams, įrengtas itin didelėje, labai erdvioje svetainėje.
Virtuvėje integruota indaplovė.
Bute yra visa reikalinga buitinė technika.
Namas turi privatų erdvų kiemą su supynes bei smėlio dėžę supančiomis eglaitėmis ir vieta krepšiniui žaisti bei jaukiais suoliukais.
Prie pat namo yra didieji prekybos centrai Maxima, Lidl, Kubas, šeimos medicinos centras Inmedica, viešojo transporto stotelės, kelių šimtų metrų atstumu net kelios aukštai vertinamos gimnazijos ir progimnazijos, darželiai, vaikų ir suaugusiųjų būreliai, turgūs, kavinės, automobilių servisai, šalia įrengta Zalcburgo alėja su sporto aikštelėmis vaikams bei suaugusiems bei miškelis/parkas pasivaikščiojimams, vaikų laisvalaikio praleidimui.
Infrastruktūros ir susisiekimo atžvilgiu ideali vieta gyventi ir dirbti mieste.
Turi savo erdvų požeminį garažą ir sandėliavimo patalpą (į kainą neįskaičiuota).",+370 663 93615,54.727271,25.237943
Vilnius, Jeruzalė, Baltupio g., 3 kambarių butas,7833,22,21,199000,2689,,,74.0,3,1,5,1998,,Mūrinis,Centrinis,Įrengtas,,,Internetas Kabelinė televizija,Sandėliukas Balkonas Rūsys Drabužinė,Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Vonia,Kodinė laiptinės spyna,,420,710,70,450,1,,,24.5,28.0,19.0,37.5,8.2,9.7,6.4,19.4,,+370 666 48176,54.741667,25.264218
Vilnius, Naujininkai, Pelesos g., 4 kambarių butas,5261,23,49,135000,2475,9,40,54.54,4,5,5,1963,,Mūrinis,Centrinis,Įrengtas,,,Nauja kanalizacija Nauja elektros instaliacija,Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,Šarvuotos durys,,130,460,230,290,,,,17.0,8.0,21.5,27.0,4.3,1.9,5.7,14.7,"Parduodamas 54,54m2 butas Naujininkuose Pelesos g.
Butas buvo įsigytas, suremontuotas, apšiltintos lubos, pakeista elektros instaliacija, pakeisti vamzdynai. Butas padalintas į 3 nepereinamus kambarius kurie šiuo metu yra nuomuojami atskirais kambariais. Gaunamos pajamos 700 eur/mėn. Buto nuomą administruoja UAB Valdantis (viskas legaliai ir su istorija).
Butas parduodamas kartu su nuomininkais arba pageidaujant - galima iškraustyti per 1 mėn laikotarpį.


P.s. Pridedamos kelios foto iš remonto laikų.

Aplink šįą lokaciją jau dabar planuojama daug naujų projektų, o atsiradus naujiems projektams - NT kainos senų butų pakyla taip pat (pastebėkite Paupį ir Užupį). Taip pat planuojama jau 2026 metai pradėti stoties rekonstrukciją, ko pasekoje aplinkui atsiras milžinišas traukos centras, parkai, verslo centrai, prekybos vietos. Stotis ir jos apylinkės pasikeis neatpažystamai, o tai lems ir kainos kilimą.

Dėl daugiau informacijos - skambinkite. Apžiūras derinsime pasitarę su nuomininkais.

p.s. Butui priklauso sandėliukas.",+370 699 52736,54.666716,25.280155
